bref_id,PLAYER_ID,stats_player_id,espn_id,PLAYER_NAME,Team,team_g,stats_team_id
ayayijo01,1630555,1077553,4280150,Joel Ayayi,WAS,34,27
embiijo01,203954,794508,3059318,Joel Embiid,PHI,34,20
collijo01,1628381,880468,3908845,John Collins,ATL,33,1
konchjo01,1629723,852907,3134932,John Konchar,MEM,35,29
valanjo01,202685,599780,6477,Jonas Valanciunas,NOP,35,3
kuminjo01,1630228,1271708,4433247,Jonathan Kuminga,GSW,34,9
clarkjo01,203903,551975,2528426,Jordan Clarkson,UTA,33,26
goodwjo01,1630692,1062104,4278402,Jordan Goodwin,WAS,34,27
mclaujo01,1629162,844465,3134916,Jordan McLaughlin,MIN,34,16
nworajo01,1629670,1076189,4277883,Jordan Nwora,MIL,36,15
poolejo01,1629673,1067671,4277956,Jordan Poole,GSW,34,9
schakjo01,1630648,1062275,4895528,Jordan Schakel,WAS,34,27
alvarjo01,1630631,1060919,4277869,Jose Alvarado,NOP,35,3
chrisjo01,1630528,1231305,4432168,Josh Christopher,HOU,35,10
giddejo01,1630581,1323503,4871145,Josh Giddey,OKC,33,25
greenjo02,1630182,1193670,4432811,Josh Green,DAL,33,6
hartjo01,1628404,741892,3062679,Josh Hart,NOP,35,3
jacksjo02,1628367,944164,4066297,Josh Jackson,DET,32,8
okogijo01,1629006,941460,4065663,Josh Okogie,MIN,34,16
richajo01,1626196,604288,2581190,Josh Richardson,BOS,34,2
primojo01,1630563,1231214,4702176,Joshua Primo,SAS,33,24
holidjr01,201950,457576,3995,Jrue Holiday,MIL,36,15
toscaju01,1629308,601511,4401416,Juan Toscano-Anderson,GSW,34,9
hernaju01,1627823,920082,4017839,Juancho Hernangomez,BOS,34,2
randlju01,203944,786412,3064514,Julius Randle,NYK,34,18
anderju01,1626147,697982,2982340,Justin Anderson,CLE,34,5
champju01,1630551,1175260,4432907,Justin Champagnie,TOR,31,28
holidju01,203200,395365,2284101,Justin Holiday,IND,34,11
jacksju01,1628382,842955,3138156,Justin Jackson,BOS,34,2
robinju01,1629620,893009,3945566,Justin Robinson,MIL/SAC,35,8
winslju01,1626159,842298,3135047,Justise Winslow,LAC,34,12
nurkiju01,203994,830642,3102530,Jusuf Nurkic,POR,33,22
morgaju01,1629752,900536,3934721,Juwan Morgan,TOR,31,28
okpalkz01,1629644,1061544,4278521,KZ Okpala,MIA,35,14
joneska01,1630539,1186771,4431699,Kai Jones,CHO,35,5312
townska01,1626157,837030,3136195,Karl-Anthony Towns,MIN,34,16
bateske01,1628966,844045,3136779,Keita Bates-Diop,SAS,33,24
martike03,1629103,843805,3133596,Kelan Martin,IND,34,11
johnske04,1629640,1134174,4395723,Keldon Johnson,SAS,33,24
blevike01,1629833,851186,3152335,Keljin Blevins,POR,33,22
olynyke01,203482,514882,2489663,Kelly Olynyk,DET,32,8
oubreke01,1626162,843271,3133603,Kelly Oubre Jr.,CHO,35,5312
walkeke02,202689,462980,6479,Kemba Walker,NYK,34,18
willike04,1629026,843742,3133626,Kenrich Williams,OKC,33,25
bazemke01,203145,410764,6637,Kent Bazemore,LAL,35,13
caldwke01,203484,602730,2581018,Kentavious Caldwell-Pope,WAS,34,27
martike04,1630231,1257431,4431828,Kenyon Martin Jr.,HOU,35,10
johnske07,1630553,1231792,4432192,Keon Johnson,LAC,34,12
edwarke02,1630556,1135006,4397693,Kessler Edwards,BRK,32,17
duranke01,201142,329525,3202,Kevin Durant,BRK,32,17
huertke01,1628989,944785,4066372,Kevin Huerter,ATL,33,1
knoxke01,1628995,1067854,4278075,Kevin Knox II,NYK,34,18
loveke01,201567,395374,3449,Kevin Love,CLE,34,5
pangoke01,1630698,606932,2583962,Kevin Pangos,CLE,34,5
porteke02,1629645,1135158,4397140,Kevin Porter Jr.,HOU,35,10
looneke01,1626172,846499,3155535,Kevon Looney,GSW,34,9
birchkh01,203920,601518,2578240,Khem Birch,TOR,31,28
middlkh01,203114,512053,6609,Khris Middleton,MIL,36,15
hayeski01,1630165,1257421,4683024,Killian Hayes,DET,32,8
tilliki02,1629681,955890,4066651,Killian Tillie,MEM,35,29
lewiski01,1630184,1134005,4395698,Kira Lewis Jr.,NOP,35,3
porzikr01,204001,877869,3102531,Kristaps Porzingis,DAL,33,6
anderky01,203937,697720,2993874,Kyle Anderson,MEM,35,29
kuzmaky01,1628398,844476,3134907,Kyle Kuzma,WAS,34,27
lowryky01,200768,266394,3012,Kyle Lowry,MIA,35,14
aldrila01,200746,266554,2983,LaMarcus Aldridge,BRK,32,17
ballla01,1630163,1257420,4432816,LaMelo Ball,CHO,35,5312
stevela01,1630205,950179,4066405,Lamar Stevens,CLE,34,5
stephla01,202362,511057,4244,Lance Stephenson,ATL,33,1
shamela01,1629013,893100,3914044,Landry Shamet,PHO,33,21
gallola01,204038,551321,2530572,Langston Galloway,BRK,32,17
nancela02,1626204,603640,2580365,Larry Nance Jr.,POR,33,22
markkla01,1628374,949131,4066336,Lauri Markkanen,CLE,34,5
jamesle01,2544,214152,1966,LeBron James,LAL,35,13
bolmale01,1630195,1257425,4683025,Leandro Bolmaro,MIN,34,16
walkelo01,1629022,1060928,4277890,Lonnie Walker IV,SAS,33,24
balllo01,1628366,946714,4066421,Lonzo Ball,CHI,31,4
willilo02,101150,292401,2799,Lou Williams,ATL,33,1
kinglo02,1629663,1134732,4397103,Louis King,SAC,35,23
dortlu01,1629652,1134693,4397020,Luguentz Dort,OKC,33,25
doncilu01,1629029,1121277,3945274,Luka Doncic,DAL,33,6
garzalu01,1630568,1061057,4277951,Luka Garza,DET,32,8
kennalu01,1628379,887661,3913174,Luke Kennard,LAC,34,12
kornelu01,1628436,745923,3064560,Luke Kornet,CLE,34,5
flynnma01,1630201,946878,4066668,Malachi Flynn,TOR,31,28
brogdma01,1627763,601146,2566769,Malcolm Brogdon,IND,34,11
hillma01,1630792,741929,3056245,Malcolm Hill,ATL,33,1
beaslma01,1627736,879503,3907822,Malik Beasley,MIN,34,16
fittsma01,1630238,922397,4066467,Malik Fitts,UTA,33,26
monkma01,1628370,957492,4066262,Malik Monk,LAL,35,13
garrema01,1630585,1060962,4277892,Marcus Garrett,MIA,35,14
morrima03,202694,469089,6462,Marcus Morris Sr.,LAC,34,12
smartma01,203935,697132,2990992,Marcus Smart,BOS,34,2
morrima02,202693,469085,6461,Markieff Morris,MIA,35,14
simonma01,1630250,1257429,4683622,Marko Simonovic,CHI,31,4
howarma02,1630210,922379,4065805,Markus Howard,DEN,33,7
chrisma01,1627737,884141,3907487,Marquese Chriss,DAL,33,6
baglema01,1628963,1076209,4277848,Marvin Bagley III,SAC,35,23
jonesma05,1630222,1134017,4395704,Mason Jones,LAL,35,13
plumlma01,203486,510790,2488653,Mason Plumlee,CHO,35,5312
thybuma01,1629680,884169,3907498,Matisse Thybulle,PHI,34,20
moonema01,1629760,846853,3149036,Matt Mooney,NYK,34,18
thomama02,1629744,741012,3059311,Matt Thomas,CHI,31,4
harklma01,203090,609843,6591,Maurice Harkless,SAC,35,23
strusma01,1629622,936502,4065778,Max Strus,MIA,35,14
klebima01,1628467,1072048,2960236,Maxi Kleber,DAL,33,6
wrighmc01,1630593,1061526,4278507,McKinley Wright IV,MIN,34,16
portemi01,1629008,1061724,4278104,Michael Porter Jr.,DEN,33,7
bridgmi01,1628969,846400,3147657,Mikal Bridges,PHO,33,21
conlemi01,201144,329468,3195,Mike Conley,UTA,33,26
muscami01,203488,520388,2490089,Mike Muscala,OKC,33,25
bridgmi02,1628970,957479,4066383,Miles Bridges,CHO,35,5312
mcbrimi01,1630540,1175084,4431823,Miles McBride,NYK,34,18
robinmi01,1629011,1076265,4351852,Mitchell Robinson,NYK,34,18
onimi01,1629671,953941,4066851,Miye Oni,UTA,33,26
bambamo01,1628964,1071928,4277919,Mo Bamba,ORL,35,19
morrimo01,1628420,741011,3059310,Monte Morris,DEN,33,7
harremo01,1626149,698651,2991055,Montrezl Harrell,WAS,34,27
wagnemo01,1629021,882387,3150844,Moritz Wagner,ORL,35,19
brownmo01,1629650,1134769,4397126,Moses Brown,DAL,33,6
moodymo01,1630541,1231366,4432171,Moses Moody,GSW,34,9
wrighmo01,1630589,1060920,4277871,Moses Wright,LAC,34,12
muldemy01,1628539,891351,3936298,Mychal Mulder,ORL,35,19
powelmy01,1629619,936657,4065816,Myles Powell,PHI,34,20
turnemy01,1626167,843762,3133628,Myles Turner,IND,34,11
marshna01,1630230,1060704,4278594,Naji Marshall,NOP,35,3
littlna01,1629642,1138391,4395652,Nassir Little,POR,33,22
knighna01,1630233,953887,4067325,Nathan Knight,MIN,34,16
reidna01,1629675,1137200,4396971,Naz Reid,MIN,34,16
quetane01,1629674,1142902,4397424,Neemias Queta,SAC,35,23
bjeline01,202357,550431,4269,Nemanja Bjelica,GSW,34,9
noelne01,203457,699947,2991280,Nerlens Noel,NYK,34,18
claxtni01,1629651,1061682,4278067,Nic Claxton,BRK,32,17
richani01,1630208,1067853,4278076,Nick Richards,CHO,35,5312
alexani01,1629638,1067668,4278039,Nickeil Alexander-Walker,NOP,35,3
batumni01,201587,456451,3416,Nicolas Batum,LAC,34,12
jokicni01,203999,830650,3112335,Nikola Jokic,DEN,33,7
vucevni01,202696,457598,6478,Nikola Vucevic,CHI,31,4
powelno01,1626181,609861,2595516,Norman Powell,POR,33,22
anunoog01,1628384,900535,3934719,OG Anunoby,TOR,31,28
toppiob01,1630167,1076274,4278355,Obi Toppin,NYK,34,18
sarrol01,1630846,1060956,4278046,Olivier Sarr,OKC,33,25
yurtsom01,1630209,942129,3074213,Omer Yurtseven,MIA,35,14
okongon01,1630168,1185367,4431680,Onyeka Okongwu,ATL,33,1
brissos01,1629052,1076192,4278031,Oshae Brissett,IND,34,11
porteot01,203490,609256,2594922,Otto Porter Jr.,GSW,34,9
doziepj01,1628408,886448,3923250,P.J. Dozier,DEN,33,7
tuckepj01,200782,229602,3033,P.J. Tucker,MIA,35,14
washipj01,1629023,1067857,4278078,P.J. Washington,CHO,35,5312
siakapa01,1627783,853408,3149673,Pascal Siakam,TOR,31,28
connapa01,1626192,601514,2578239,Pat Connaughton,MIL,36,15
beverpa01,201976,332691,3964,Patrick Beverley,MIN,34,16
willipa01,1630172,1174904,4431687,Patrick Williams,CHI,31,4
millspa02,201988,411562,4004,Patty Mills,BRK,32,17
georgpa01,202331,469218,4251,Paul George,LAC,34,12
millspa01,200794,237675,3015,Paul Millsap,BRK,32,17
reedpa01,1630194,1076238,4278562,Paul Reed,PHI,34,20
watsopa01,1628778,750825,3058030,Paul Watson,OKC,33,25
pritcpa01,1630202,945610,4066354,Payton Pritchard,BOS,34,2
cornepe01,1627822,920099,3899009,Petr Cornelie,DEN,33,7
achiupr01,1630173,1175124,4431679,Precious Achiuwa,TOR,31,28
grimequ01,1629656,1132827,4397014,Quentin Grimes,NYK,34,18
weathqu01,1629683,886418,3907358,Quinndary Weatherspoon,GSW,34,9
hamptrj01,1630181,1257426,4590530,R.J. Hampton,ORL,35,19
barrerj01,1629628,1132031,4395625,RJ Barrett,NYK,34,18
nembhrj01,1630612,1060982,4277916,RJ Nembhard Jr.,CLE,34,5
rondora01,200765,262882,3026,Rajon Rondo,LAL,35,13
netora01,203526,739966,2968361,Raul Neto,WAS,34,27
bullore01,203493,552335,2528779,Reggie Bullock,DAL,33,6
jacksre01,202704,462444,6443,Reggie Jackson,LAC,34,12
holmeri01,1626158,695069,2993370,Richaun Holmes,SAC,35,23
rubiori01,201937,503689,4011,Ricky Rubio,CLE,34,5
covinro01,203496,525052,2490620,Robert Covington,POR,33,22
williro04,1629057,954390,4066211,Robert Williams III,BOS,34,2
woodaro01,1630218,1134190,4396961,Robert Woodard II,SAC,35,23
lopezro01,201577,330050,3447,Robin Lopez,ORL,35,19
hoodro01,203918,603106,2581177,Rodney Hood,MIL,36,15
mcgruro01,203585,506103,2488826,Rodney McGruder,DET,32,8
langfro01,1629641,1138654,4397008,Romeo Langford,BOS,34,2
onealro01,1626220,604479,2583632,Royce O'Neale,UTA,33,26
gayru01,200752,266358,3005,Rudy Gay,UTA,33,26
goberru01,203497,739960,3032976,Rudy Gobert,UTA,33,26
westbru01,201566,329830,3468,Russell Westbrook,LAL,35,13
leesa01,1630240,1067689,4278124,Saben Lee,DET,32,8
beysa01,1630180,1138653,4397136,Saddiq Bey,DET,32,8
dekkesa01,1626155,NA,2991184,Sam Dekker,TOR,31,NA
hausesa01,1630573,922378,4065804,Sam Hauser,BOS,34,2
merrisa01,1630241,953106,4066757,Sam Merrill,MEM,35,29
mamuksa01,1630572,1060351,4278580,Sandro Mamukelashvili,MIL,36,15
aldamsa01,1630583,1177024,4593125,Santi Aldama,MEM,35,29
barnesc01,1630567,1251666,4433134,Scottie Barnes,TOR,31,28
lewissc01,1630575,1175355,4432812,Scottie Lewis,CHO,35,5312
doumbse01,1629635,1172131,4423314,Sekou Doumbouya,LAL,35,NA
ojelese01,1628400,792415,3056602,Semi Ojeleye,MIL,36,15
ibakase01,201586,456450,3439,Serge Ibaka,LAC,34,12
curryse01,203552,463135,2326307,Seth Curry,PHI,34,20
gilgesh01,1628983,1067856,4278073,Shai Gilgeous-Alexander,OKC,33,25
miltosh01,1629003,879492,3915195,Shake Milton,PHI,34,20
buchash01,1629783,1135267,4279887,Shaq Buchanan,MEM,35,29
harrish01,1627885,692654,2991274,Shaquille Harrison,BRK,32,17
coopesh01,1630536,1251661,4432173,Sharife Cooper,ATL,33,1
mayssk01,1630219,948123,4066269,Skylar Mays,ATL,33,1
hillso01,203524,509169,2488958,Solomon Hill,ATL,33,1
dinwisp01,203915,602411,2580782,Spencer Dinwiddie,WAS,34,27
johnsst04,1626169,844331,3134881,Stanley Johnson,LAL,35,13
curryst01,201939,338365,3975,Stephen Curry,GSW,34,9
brownst02,1628425,740339,3057187,Sterling Brown,DAL,33,6
adamsst01,203500,679478,2991235,Steven Adams,MEM,35,29
mykhasv01,1629004,843265,3133602,Svi Mykhailiuk,TOR,31,28
mccontj01,204456,551787,2530530,T.J. McConnell,IND,34,11
fallta01,1629605,879498,3904625,Tacko Fall,CLE,34,5
gibsota01,201959,330057,3986,Taj Gibson,NYK,34,18
hortota01,1629659,1132824,4396991,Talen Horton-Tucker,LAL,35,13
princta02,1627752,696209,2990962,Taurean Prince,MIN,34,16
mannte01,1629611,879504,3907823,Terance Mann,LAC,34,12
daviste02,1629056,886404,3919454,Terence Davis,SAC,35,23
rosste01,203082,550049,6619,Terrence Ross,ORL,35,19
roziete01,1626179,786293,3074752,Terry Rozier,CHO,35,5312
youngth01,201152,329683,3244,Thaddeus Young,SAS,33,24
antetth01,203648,803207,3102533,Thanasis Antetokounmpo,MIL,36,15
maledth01,1630177,1257427,4683027,Theo Maledon,OKC,33,25
pinsoth01,1629033,842910,3138154,Theo Pinson,DAL,33,6
fraziti01,204025,513606,2488945,Tim Frazier,ORL,35,19
hardati02,203501,551771,2528210,Tim Hardaway Jr.,DAL,33,6
luwawti01,1627789,920091,3893019,Timothe Luwawu-Cabarrot,ATL,33,1
harrito02,202699,552523,6440,Tobias Harris,PHI,34,20
satorto01,203107,659772,6621,Tomas Satoransky,NOP,35,3
bradlto01,1628396,950065,4065673,Tony Bradley,CHI,31,4
snellto01,203503,550991,2528353,Tony Snell,POR,33,22
craigto01,1628470,561589,2528693,Torrey Craig,IND,34,11
youngtr01,1629027,1060978,4277905,Trae Young,ATL,33,1
jonestr01,1630200,1132030,4395626,Tre Jones,SAS,33,24
manntr01,1630544,1175356,4432819,Tre Mann,OKC,33,25
watertr01,1629682,1061694,4278080,Tremont Waters,TOR,31,28
watfotr01,1630570,1176529,4431675,Trendon Watford,POR,33,22
forretr01,1630235,941267,4065656,Trent Forrest,UTA,33,26
queentr01,1630243,1138673,4409222,Trevelin Queen,HOU,35,10
scotttr01,1630286,892733,4711005,Trevon Scott,CLE,34,5
arizatr01,2772,229738,2426,Trevor Ariza,LAL,35,13
burketr01,203504,605708,2579260,Trey Burke,DAL,33,6
lylestr01,1626168,845596,3136196,Trey Lyles,DET,32,8
murphtr02,1630530,1134570,4397688,Trey Murphy III,NOP,35,3
thomptr01,202684,552806,6474,Tristan Thompson,SAC,35,23
browntr01,1628972,1082704,4278508,Troy Brown Jr.,CHI,31,4
jeromty01,1629660,942866,4065733,Ty Jerome,OKC,33,25
cookty01,1629076,944728,4066367,Tyler Cook,CHI,31,4
hallty01,1629788,895139,3934695,Tyler Hall,NYK,34,18
herroty01,1629639,1134176,4395725,Tyler Herro,MIA,35,14
johnsty01,204020,571786,2530276,Tyler Johnson,PHI,34,20
terryty01,1630179,1176568,4431747,Tyrell Terry,MEM,35,29
halibty01,1630169,1132825,4396993,Tyrese Haliburton,SAC,35,23
maxeyty01,1630178,1186160,4431678,Tyrese Maxey,PHI,34,20
jonesty01,1626145,842297,3135046,Tyus Jones,MEM,35,29
azubuud01,1628962,944169,4066299,Udoka Azubuike,UTA,33,26
hasleud01,2617,226806,2184,Udonis Haslem,MIA,35,14
garubus01,1630586,1318915,4871143,Usman Garuba,HOU,35,10
careyve01,1630176,1174858,4431669,Vernon Carey Jr.,CHO,35,5312
krejcvi01,1630249,1257428,4578893,Vit Krejci,OKC,33,25
cancavl01,1628427,1057007,4230557,Vlatko Cancar,DEN,33,7
ellinwa01,201961,329670,3981,Wayne Ellington,LAL,35,13
seldewa01,1627782,794506,4895499,Wayne Selden,NYK,34,18
cartewe01,1628976,1060912,4277847,Wendell Carter Jr.,ORL,35,19
gabriwe01,1629117,957490,4066264,Wenyen Gabriel,BRK,32,17
iwundwe01,1628411,793863,3074797,Wes Iwundu,ATL,35,1
matthwe02,202083,295809,4032,Wesley Matthews,MIL,36,15
bartowi01,203115,551760,6579,Will Barton,DEN,33,7
caulewi01,1626161,699950,2991282,Willie Cauley-Stein,DAL,33,6
hernawi01,1626195,840567,2999409,Willy Hernangomez,NOP,35,3
moonxa01,1629875,895967,3914075,Xavier Moon,LAC,34,12
tillmxa01,1630214,1078665,4277964,Xavier Tillman,MEM,35,29
watanyu01,1629139,846639,3133838,Yuta Watanabe,TOR,31,28
ponsyv01,1630582,1077502,4278116,Yves Pons,MEM,35,29
lavinza01,203897,743777,3064440,Zach LaVine,CHI,31,4
nnajize01,1630192,1193676,4431690,Zeke Nnaji,DEN,33,7
willizi02,1630533,1231313,4433137,Ziaire Williams,MEM,35,29